"propertyid","quickrefid_x","propertynumber","legaldesc","legallocationcode","legallocationdesc","subblock","sublot","taxingunitlist","mapnumber","currmarketvalue","currassessedvalue","currlandvalue","currimprovmentvalue","curragvalue","marketvalue","assessedvalue","landvalue","improvmentvalue","agvalue","squarefootage","nbhdcode","nbhddesc","situs","situsstreetnumber","situsstreetname","situsstreetsuffix","situscity","situsstate","situszip","schooltaxingunits","segclass","actyrbuilt","deeddate","fplumbing","fnumhalfbath","feffyear","fsptb","defaultmarketareadesc","ma","maarea","ma2","maarea2","matotalarea","garage","garagearea","openporch","oparea","datadate","transfervaliditycode","pool","poolarea","patio","patioarea","dg","deck","deckarea","fbedrooms","dgarea"
"233122","R424425","R-16-3023-000F-0006","S7999 - Avery South Sec 1 Ph 2, BLOCK F, Lot 6","S7999","S7999 - Avery South Sec 1 Ph 2","F","6","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","773379.0","547709.0","130000.0","643379.0","0.0","543037.0","497917.0","89000.0","454037.0","0.0","3106.0","R251501D","R251501D - Avery Ranch South","9708 PASATIEMPO DR, AUSTIN, TX  78717","9708","PASATIEMPO","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2004-10-22 00:00:00.000","3.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","1397.0","1.0","1709.0","3106.0","1.0","399.0","2.0","146.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223785","R411677","R-16-3022-000B-0004","S7704 - Avery South Sec 1 Ph 1, BLOCK B, Lot 4","S7704","S7704 - Avery South Sec 1 Ph 1","B","4","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","713684.0","490179.0","130000.0","583684.0","0.0","452004.0","445617.0","89000.0","363004.0","0.0","2656.0","R251501D","R251501D - Avery Ranch South","9913 PUMPKIN RIDGE CT, AUSTIN, TX  78717","9913","PUMPKIN RIDGE","CT","AUSTIN","TX","78717","SRR","R5","2002.0","2019-07-10 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1365.0","1.0","1291.0","2656.0","1.0","420.0","1.0","28.0","2022-04-13 04:00:02.307","INVALID","nan","nan","1","320","nan","nan","nan","nan","nan"
"223809","R411701","R-16-3022-000E-0003","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK E, Lot 3","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","E","3","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","731789.0","511072.0","152000.0","579789.0","0.0","481562.0","464611.0","114000.0","367562.0","0.0","2642.0","R251501D","R251501D - Avery Ranch South","15605 PUMPKIN RIDGE DR, AUSTIN, TX  78717","15605","PUMPKIN RIDGE","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-08-26 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1348.0","1.0","1294.0","2642.0","1.0","420.0","1.0","28.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","200","nan","nan","nan","nan","nan"
"223862","R411754","R-16-3022-000J-0001","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK J, Lot 1","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","J","1","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","793500.0","793500.0","145000.0","648500.0","0.0","552383.0","521109.0","103000.0","449383.0","0.0","3252.0","R251501D","R251501D - Avery Ranch South","15529 WHISTLING STRAITS DR, AUSTIN, TX  78717","15529","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2021-10-06 00:00:00.000","4.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","1807.0","1.0","1445.0","3252.0","1.0","609.0","1.0","48.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223909","R411801","R-16-3022-000N-0011","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 11","S7704","S7704 - Avery South Sec 1 Ph 1","N","11","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","945965.0","686115.0","153000.0","792965.0","0.0","682885.0","623741.0","106000.0","576885.0","0.0","3590.0","R251501D","R251501D - Avery Ranch South","15321 MORGAN CREEK CT, AUSTIN, TX  78717","15321","MORGAN CREEK","CT","AUSTIN","TX","78717","SRR","R5","2004.0","2018-05-23 00:00:00.000","3.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","2768.0","1.0","822.0","3590.0","1.0","660.0","2.0","438.0","2022-04-13 04:00:02.307","VALID","1","577","nan","nan","nan","nan","nan","nan","nan"
"223912","R411804","R-16-3022-000N-0014","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 14","S7704","S7704 - Avery South Sec 1 Ph 1","N","14","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","842353.0","599939.0","153000.0","689353.0","0.0","577433.0","545399.0","106000.0","471433.0","0.0","3305.0","R251501D","R251501D - Avery Ranch South","15316 WHISTLING STRAITS DR, AUSTIN, TX  78717","15316","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2005-05-27 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","3305.0","","0.0","3305.0","2.0","822.0","2.0","193.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","276","nan","nan","nan","nan","nan"
"223929","R411821","R-16-3022-000N-0031","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 31","S7704","S7704 - Avery South Sec 1 Ph 1","N","31","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","820414.0","563910.0","153000.0","667414.0","0.0","551057.0","512645.0","106000.0","445057.0","0.0","3009.0","R251501D","R251501D - Avery Ranch South","9916 VALDERRAMA DR, AUSTIN, TX  78717","9916","VALDERRAMA","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2009-12-08 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","3009.0","","0.0","3009.0","1.0","647.0","2.0","333.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223943","R411835","R-16-3022-000P-0003","S7704 - Avery South Sec 1 Ph 1, BLOCK P, Lot 3","S7704","S7704 - Avery South Sec 1 Ph 1","P","3","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","959499.0","706477.0","153000.0","806499.0","0.0","691431.0","642252.0","106000.0","585431.0","0.0","3975.0","R251501D","R251501D - Avery Ranch South","15305 VALDERRAMA CT, AUSTIN, TX  78717","15305","VALDERRAMA","CT","AUSTIN","TX","78717","SRR","R5","2002.0","2008-06-30 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","2479.0","1.0","1496.0","3975.0","1.0","703.0","1.0","152.0","2022-04-13 04:00:02.307","nan","1","631","nan","nan","nan","nan","nan","nan","nan"
"233133","R424436","R-16-3023-000G-0003","S7999 - Avery South Sec 1 Ph 2, BLOCK G, Lot 3","S7999","S7999 - Avery South Sec 1 Ph 2","G","3","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","609143.0","433755.0","130000.0","479143.0","0.0","405071.0","394323.0","89000.0","316071.0","0.0","1982.0","R251501D","R251501D - Avery Ranch South","9608 MORGAN CREEK DR, AUSTIN, TX  78717","9608","MORGAN CREEK","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2003-11-11 00:00:00.000","3.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","1982.0","","0.0","1982.0","1.0","420.0","2.0","234.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233209","R424512","R-16-3023-000N-0035","S7999 - Avery South Sec 1 Ph 2, BLOCK N, Lot 35","S7999","S7999 - Avery South Sec 1 Ph 2","N","35","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","806145.0","573466.0","153000.0","653145.0","0.0","551279.0","521333.0","106000.0","445279.0","0.0","3223.0","R251501D","R251501D - Avery Ranch South","9900 VALDERRAMA DR, AUSTIN, TX  78717","9900","VALDERRAMA","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2003-11-12 00:00:00.000","3.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","3223.0","","0.0","3223.0","1.0","462.0","2.0","189.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"225889","R413788","R-16-3738-0000-0011","S7654 - Davis Spring Sec 6-c, Lot 11","S7654","S7654 - Davis Spring Sec 6-c","nan","11","CAD,CAU,GWI,J01,RFM,SRR,W09","4-6608","993108.0","734917.0","252000.0","741108.0","0.0","668106.0","668106.0","162000.0","506106.0","0.0","3717.0","R251501D","R251501D - Avery Ranch South","14901 SOLERA DR, AUSTIN, TX  78717","14901","SOLERA","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-09-19 00:00:00.000","3.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2556.0","1.0","1161.0","3717.0","1.0","506.0","2.0","367.0","2022-04-13 04:00:02.307","INVALID","nan","nan","1","96","nan","nan","nan","nan","nan"
"223780","R411672","R-16-3022-000A-0010","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK A, Lot 10","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","A","10","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","639668.0","465227.0","130000.0","509668.0","0.0","434989.0","422934.0","89000.0","345989.0","0.0","2293.0","R251501D","R251501D - Avery Ranch South","9920 PUMPKIN RIDGE CT, AUSTIN, TX  78717","9920","PUMPKIN RIDGE","CT","AUSTIN","TX","78717","SRR","R5","2002.0","2012-12-03 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2293.0","","0.0","2293.0","1.0","420.0","2.0","76.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223796","R411688","R-16-3022-000B-0015","S7704 - Avery South Sec 1 Ph 1, BLOCK B, Lot 15","S7704","S7704 - Avery South Sec 1 Ph 1","B","15","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","630858.0","630858.0","130000.0","500858.0","0.0","428118.0","428118.0","89000.0","339118.0","0.0","2273.0","R251501D","R251501D - Avery Ranch South","15812 PUMPKIN RIDGE DR, AUSTIN, TX  78717","15812","PUMPKIN RIDGE","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2008-06-27 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2273.0","","0.0","2273.0","1.0","420.0","1.0","162.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223807","R411699","R-16-3022-000E-0001","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK E, Lot 1","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","E","1","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","731565.0","505816.0","130000.0","601565.0","0.0","469742.0","459833.0","89000.0","380742.0","0.0","2689.0","R251501D","R251501D - Avery Ranch South","15613 PUMPKIN RIDGE DR, AUSTIN, TX  78717","15613","PUMPKIN RIDGE","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2015-11-10 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1521.0","1.0","1168.0","2689.0","1.0","520.0","1.0","18.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","200","nan","nan","nan","nan","nan"
"223826","R411718","R-16-3022-000E-0020","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK E, Lot 20","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","E","20","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","798891.0","577812.0","130000.0","668891.0","0.0","563542.0","525284.0","89000.0","474542.0","0.0","3294.0","R251501D","R251501D - Avery Ranch South","15620 FISHER ISLAND DR, AUSTIN, TX  78717","15620","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2018-02-16 00:00:00.000","3.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","1536.0","1.0","1758.0","3294.0","1.0","640.0","1.0","70.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223851","R411743","R-16-3022-000I-0010","S7957 - Avery South Sec 1 Ph 1 (lts 2-10 Blk I Resub), BLOCK I, Lot 10","S7957","S7957 - Avery South Sec 1 Ph 1 (lts 2-10 Blk I Resub)","I","10","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","792403.0","792403.0","145000.0","647403.0","0.0","531854.0","531854.0","103000.0","428854.0","0.0","2779.0","R251501D","R251501D - Avery Ranch South","15432 WHISTLING STRAITS DR, AUSTIN, TX  78717","15432","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2001.0","2018-05-23 00:00:00.000","3.0","","2001.0","A1","WEST ROUND ROCK MRA","1.0","1466.0","1.0","1313.0","2779.0","1.0","743.0","2.0","227.0","2022-04-13 04:00:02.307","INVALID","1","326","nan","nan","nan","nan","nan","nan","nan"
"223861","R411753","R-16-3022-000I-0020","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK I, Lot 20","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","I","20","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","829531.0","588122.0","145000.0","684531.0","0.0","568435.0","534656.0","103000.0","465435.0","0.0","3280.0","R251501D","R251501D - Avery Ranch South","15528 WHISTLING STRAITS DR, AUSTIN, TX  78717","15528","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-09-24 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","2047.0","1.0","1233.0","3280.0","1.0","606.0","2.0","388.0","2022-04-13 04:00:02.307","INVALID","nan","nan","1","140","nan","nan","nan","nan","nan"
"223868","R411760","R-16-3022-000J-0007","S7704 - Avery South Sec 1 Ph 1, BLOCK J, Lot 7","S7704","S7704 - Avery South Sec 1 Ph 1","J","7","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","778471.0","537893.0","145000.0","633471.0","0.0","528708.0","488994.0","103000.0","425708.0","0.0","2980.0","R251501D","R251501D - Avery Ranch South","15505 WHISTLING STRAITS DR, AUSTIN, TX  78717","15505","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-12-10 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1777.0","1.0","1203.0","2980.0","1.0","470.0","1.0","40.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223875","R411767","R-16-3022-000J-0014","S7704 - Avery South Sec 1 Ph 1, BLOCK J, Lot 14","S7704","S7704 - Avery South Sec 1 Ph 1","J","14","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","798882.0","554289.0","145000.0","653882.0","0.0","553958.0","503899.0","103000.0","450958.0","0.0","3068.0","R251501D","R251501D - Avery Ranch South","15421 WHISTLING STRAITS DR, AUSTIN, TX  78717","15421","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2001.0","2018-05-10 00:00:00.000","3.0","","2001.0","A1","WEST ROUND ROCK MRA","1.0","1849.0","1.0","1219.0","3068.0","1.0","528.0","1.0","163.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223894","R411786","R-16-3022-000K-0006","S7704 - Avery South Sec 1 Ph 1, BLOCK K, Lot 6","S7704","S7704 - Avery South Sec 1 Ph 1","K","6","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","844160.0","589127.0","145000.0","699160.0","0.0","572646.0","535570.0","103000.0","469646.0","0.0","3357.0","R251501D","R251501D - Avery Ranch South","15509 FISHER ISLAND DR, AUSTIN, TX  78717","15509","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2004-12-31 00:00:00.000","2.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","1518.0","1.0","1839.0","3357.0","1.0","441.0","2.0","362.0","2022-04-13 04:00:02.307","VALID","nan","nan","1","124","nan","nan","nan","nan","nan"
"223855","R411747","R-16-3022-000I-0014","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK I, Lot 14","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","I","14","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","772268.0","567663.0","145000.0","627268.0","0.0","536081.0","516057.0","103000.0","433081.0","0.0","2633.0","R251501D","R251501D - Avery Ranch South","15504 WHISTLING STRAITS DR, AUSTIN, TX  78717","15504","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-05-03 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2633.0","","0.0","2633.0","2.0","641.0","1.0","160.0","2022-04-13 04:00:02.307","INVALID","1","445","1","206","nan","nan","nan","nan","nan"
"223900","R411792","R-16-3022-000N-0002","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 2","S7704","S7704 - Avery South Sec 1 Ph 1","N","2","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","884073.0","619274.0","153000.0","731073.0","0.0","608735.0","562976.0","106000.0","502735.0","0.0","3648.0","R251501D","R251501D - Avery Ranch South","15316 MORGAN CREEK CT, AUSTIN, TX  78717","15316","MORGAN CREEK","CT","AUSTIN","TX","78717","SRR","R5","2004.0","2016-03-24 00:00:00.000","3.0","1.0","2004.0","A1","WEST ROUND ROCK MRA","1.0","2028.0","1.0","1620.0","3648.0","1.0","520.0","1.0","100.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","1","450","nan","nan"
"223913","R411805","R-16-3022-000N-0015","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 15","S7704","S7704 - Avery South Sec 1 Ph 1","N","15","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","834782.0","598926.0","153000.0","681782.0","0.0","568043.0","544478.0","106000.0","462043.0","0.0","3333.0","R251501D","R251501D - Avery Ranch South","15312 WHISTLING STRAITS DR, AUSTIN, TX  78717","15312","WHISTLING STRAITS","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2018-07-31 00:00:00.000","2.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","1572.0","1.0","1761.0","3333.0","1.0","680.0","2.0","188.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223938","R411830","R-16-3022-000O-0008","S7704 - Avery South Sec 1 Ph 1, BLOCK O, Lot 8","S7704","S7704 - Avery South Sec 1 Ph 1","O","8","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","971067.0","766567.0","153000.0","818067.0","0.0","696879.0","696879.0","106000.0","590879.0","0.0","4031.0","R251501D","R251501D - Avery Ranch South","15308 VALDERRAMA CT, AUSTIN, TX  78717","15308","VALDERRAMA","CT","AUSTIN","TX","78717","SRR","R5","2003.0","2003-11-05 00:00:00.000","2.0","1.0","2003.0","A1","WEST ROUND ROCK MRA","1.0","1789.0","1.0","2242.0","4031.0","1.0","630.0","1.0","45.0","2022-04-13 04:00:02.307","nan","1","610","nan","nan","nan","nan","nan","nan","nan"
"223904","R411796","R-16-3022-000N-0006","S7704 - Avery South Sec 1 Ph 1, BLOCK N, Lot 6","S7704","S7704 - Avery South Sec 1 Ph 1","N","6","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","827909.0","599128.0","153000.0","674909.0","0.0","587649.0","544662.0","106000.0","481649.0","0.0","3403.0","R251501D","R251501D - Avery Ranch South","15300 MORGAN CREEK CT, AUSTIN, TX  78717","15300","MORGAN CREEK","CT","AUSTIN","TX","78717","SRR","R5","2004.0","2004-11-10 00:00:00.000","3.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","1566.0","1.0","1837.0","3403.0","1.0","660.0","1.0","55.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"225880","R413779","R-16-3738-0000-0003","S7654 - Davis Spring Sec 6-c, Lot 3","S7654","S7654 - Davis Spring Sec 6-c","nan","3","CAD,CAU,GWI,J01,RFM,SRR,W09","4-6608","811626.0","600137.0","180000.0","631626.0","0.0","550706.0","545579.0","96000.0","454706.0","0.0","2980.0","R251501D","R251501D - Avery Ranch South","15005 SOLERA DR, AUSTIN, TX  78717","15005","SOLERA","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2010-04-04 00:00:00.000","2.0","","2002.0","A1","WEST ROUND ROCK MRA","1.0","2980.0","","0.0","2980.0","1.0","420.0","1.0","219.0","2022-04-13 04:00:02.307","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"225896","R413795","R-16-3738-0000-0018","DAVIS SPRING SEC 6-C, LOT 18","S7654","S7654 - Davis Spring Sec 6-c","nan","18","CAD,CAU,GWI,J01,RFM,SRR,W09","4-6608","979405.0","714667.0","180000.0","799405.0","0.0","649697.0","649697.0","96000.0","553697.0","0.0","3285.0","R251501D","R251501D - Avery Ranch South","15008 SOLERA DR, AUSTIN, TX  78717","15008","SOLERA","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2008-04-28 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","2190.0","1.0","1095.0","3285.0","1.0","420.0","3.0","918.0","2022-04-13 04:00:02.307","VALID","1","649","1","288","nan","nan","nan","nan","nan"
"225888","R413787","R-16-3738-0000-0010","S7654 - Davis Spring Sec 6-c, Lot 10","S7654","S7654 - Davis Spring Sec 6-c","nan","10","CAD,CAU,GWI,J01,RFM,SRR,W09","4-6608","975828.0","712463.0","252000.0","723828.0","0.0","694239.0","647694.0","135000.0","559239.0","0.0","3745.0","R251501D","R251501D - Avery Ranch South","14905 SOLERA DR, AUSTIN, TX  78717","14905","SOLERA","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2016-12-14 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","2430.0","1.0","1315.0","3745.0","1.0","618.0","1.0","40.0","2022-04-13 04:00:02.307","nan","nan","nan","1","263","nan","nan","nan","nan","nan"
"233100","R424403","R-16-3023-000B-0040","S7999 - Avery South Sec 1 Ph 2, BLOCK B, Lot 40","S7999","S7999 - Avery South Sec 1 Ph 2","B","40","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","637933.0","461602.0","130000.0","507933.0","0.0","431412.0","419638.0","89000.0","342412.0","0.0","2281.0","R251501D","R251501D - Avery Ranch South","9513 PASATIEMPO DR, AUSTIN, TX  78717","9513","PASATIEMPO","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2010-04-29 00:00:00.000","2.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2281.0","","0.0","2281.0","1.0","420.0","2.0","90.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233112","R424415","R-16-3023-000C-0002","AVERY SOUTH SEC 1 PH 2, BLOCK C, LOT 2","S7999","S7999 - Avery South Sec 1 Ph 2","C","2","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","819794.0","819794.0","130000.0","689794.0","0.0","559912.0","559912.0","89000.0","470912.0","0.0","3446.0","R251501D","R251501D - Avery Ranch South","9433 CAVES VALLEY DR, AUSTIN, TX  78717","9433","CAVES VALLEY","DR","AUSTIN","TX","78717","SRR","R5","2005.0","2005-03-30 00:00:00.000","2.0","1.0","2005.0","A1","WEST ROUND ROCK MRA","1.0","2022.0","1.0","1424.0","3446.0","1.0","440.0","2.0","210.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"233166","R424469","R-16-3023-000K-0010","S7999 - Avery South Sec 1 Ph 2, BLOCK K, Lot 10","S7999","S7999 - Avery South Sec 1 Ph 2","K","10","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","846183.0","615439.0","145000.0","701183.0","0.0","589993.0","559490.0","103000.0","486993.0","0.0","3590.0","R251501D","R251501D - Avery Ranch South","15433 FISHER ISLAND DR, AUSTIN, TX  78717","15433","FISHER ISLAND","DR","AUSTIN","TX","78717","SRR","R5","2004.0","2020-05-20 00:00:00.000","3.0","","2004.0","A1","WEST ROUND ROCK MRA","1.0","2098.0","1.0","1492.0","3590.0","1.0","640.0","2.0","167.0","2022-04-13 04:00:02.307","INVALID","nan","nan","nan","nan","nan","1","150","4.000000","nan"
"233219","R424522","R-16-3023-000P-0005","S7999 - Avery South Sec 1 Ph 2, BLOCK P, Lot 5","S7999","S7999 - Avery South Sec 1 Ph 2","P","5","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","858135.0","610755.0","153000.0","705135.0","0.0","591948.0","555232.0","106000.0","485948.0","0.0","3396.0","R251501D","R251501D - Avery Ranch South","9909 VALDERRAMA DR, AUSTIN, TX  78717","9909","VALDERRAMA","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2003-08-08 00:00:00.000","3.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","3396.0","","0.0","3396.0","2.0","732.0","2.0","216.0","2022-04-13 04:00:02.307","INVALID","nan","nan","2","351","nan","nan","nan","nan","nan"
"233221","R424524","R-16-3023-000P-0007","S7999 - Avery South Sec 1 Ph 2, BLOCK P, Lot 7","S7999","S7999 - Avery South Sec 1 Ph 2","P","7","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","807297.0","568027.0","153000.0","654297.0","0.0","547113.0","516388.0","106000.0","441113.0","0.0","3003.0","R251501D","R251501D - Avery Ranch South","9901 VALDERRAMA DR, AUSTIN, TX  78717","9901","VALDERRAMA","DR","AUSTIN","TX","78717","SRR","R5","2003.0","2004-03-22 00:00:00.000","2.0","","2003.0","A1","WEST ROUND ROCK MRA","1.0","3003.0","","0.0","3003.0","1.0","744.0","2.0","141.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"223810","R411702","R-16-3022-000E-0004","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j), BLOCK E, Lot 4","S7903","S7903 - Avery South Sec 1 Ph 1 (resub Pts Blk A,E,I&j)","E","4","CAD,CAU,GWI,J01,R02,RFM,SRR,W09","4-5808","727814.0","727814.0","152000.0","575814.0","0.0","485004.0","485004.0","114000.0","371004.0","0.0","2498.0","R251501D","R251501D - Avery Ranch South","15601 PUMPKIN RIDGE DR, AUSTIN, TX  78717","15601","PUMPKIN RIDGE","DR","AUSTIN","TX","78717","SRR","R5","2002.0","2002-05-20 00:00:00.000","2.0","1.0","2002.0","A1","WEST ROUND ROCK MRA","1.0","1590.0","1.0","908.0","2498.0","1.0","420.0","1.0","30.0","2022-04-13 04:00:02.307","VALID","nan","nan","nan","nan","nan","1","276","nan","nan"
